CustomerID,monetary,frequency,cycle,recency,R,F,M,segment
15386,394.14,1,,187.0,1,1,2,Regular Customers
15388,140.54,1,,271.0,1,1,1,Regular Customers
15389,500.0,1,,173.0,2,1,3,Regular Customers
15392,1515.73,5,89.0,5.0,5,3,4,Potential High Value Customers
15393,231.86,2,265.0,17.0,4,2,1,Regular Customers
15394,2183.54,4,116.33333333333331,10.0,5,3,5,Potential High Value Customers
15395,107.45,1,,326.0,1,1,1,Regular Customers
15396,288.18,1,,113.0,2,1,2,Regular Customers
15397,94.0,1,,290.0,1,1,1,Regular Customers
15398,1339.63,3,31.0,17.0,4,2,4,Potential High Value Customers
15399,815.77,3,39.0,2.0,5,2,3,Regular Customers
15400,666.7,5,46.5,93.0,2,3,3,Regular Customers
15402,626.35,2,48.0,149.0,2,2,3,Regular Customers
15405,349.1,1,,190.0,1,1,2,Regular Customers
15406,426.61,3,140.0,22.0,4,2,2,Regular Customers
15407,1056.44,4,90.66666666666669,34.0,3,3,4,Regular Customers
15408,267.18,1,,265.0,1,1,2,Regular Customers
15410,3450.84,8,25.285714285714285,85.0,2,4,5,At Risk Customers
15411,1346.38,4,52.0,27.0,4,3,4,Potential High Value Customers
15412,190.53,1,,172.0,2,1,1,Regular Customers
15414,774.9000000000001,3,116.5,10.0,5,2,3,Regular Customers
15415,572.8100000000001,1,,314.0,1,1,3,Regular Customers
15416,3974.37,5,54.5,65.0,3,3,5,Regular Customers
15417,508.8,1,,86.0,2,1,3,Regular Customers
15419,135.86,1,,25.0,4,1,1,Regular Customers
15421,950.36,4,84.0,59.0,3,3,4,Regular Customers
15422,97.7,2,0.0,324.0,1,2,1,Regular Customers
15423,43.5,1,,39.0,3,1,1,Regular Customers
15424,383.34,2,0.0,255.0,1,2,2,Regular Customers
15426,1437.34,7,58.333333333333336,20.0,4,4,4,High Value Customers
15427,1483.14,3,7.0,34.0,3,2,4,Regular Customers
15428,93.78,1,,16.0,4,1,1,Regular Customers
15429,364.9,3,24.5,27.0,4,2,2,Regular Customers
15432,171.19,1,,24.0,4,1,1,Regular Customers
15433,417.87,3,94.0,80.0,2,2,2,Regular Customers
15434,997.48,6,38.4,9.0,5,3,4,Potential High Value Customers
15435,149.29,1,,23.0,4,1,1,Regular Customers
15436,1122.53,3,111.0,13.0,4,2,4,Potential High Value Customers
15437,200.16,1,,263.0,1,1,1,Regular Customers
15438,156.58,1,,132.0,2,1,1,Regular Customers
15440,383.68,3,77.0,55.0,3,2,2,Regular Customers
15442,594.0,1,,249.0,1,1,3,Regular Customers
15443,3213.06,7,53.16666666666666,2.0,5,4,5,High Value Customers
15444,1418.26,2,31.0,10.0,5,2,4,Potential High Value Customers
15445,113.5,1,,265.0,1,1,1,Regular Customers
15447,155.17,1,,331.0,1,1,1,Regular Customers
15448,494.64,1,,313.0,1,1,3,Regular Customers
15449,971.22,5,58.75,27.0,4,3,4,Potential High Value Customers
15450,429.84,1,,31.0,4,1,2,Regular Customers
15452,538.73,3,117.5,30.0,4,2,3,Regular Customers
15453,1388.37,7,31.0,2.0,5,4,4,High Value Customers
15454,179.1,1,,363.0,1,1,1,Regular Customers
15456,447.22,3,38.0,284.0,1,2,2,Regular Customers
15457,237.07,1,,263.0,1,1,1,Regular Customers
15458,161.64,1,,26.0,4,1,1,Regular Customers
15460,216.76,1,,355.0,1,1,1,Regular Customers
15462,234.6,3,46.5,95.0,2,2,1,Regular Customers
15463,126.14,1,,30.0,4,1,1,Regular Customers
15464,1048.85,1,,339.0,1,1,4,Regular Customers
15465,6945.02,24,15.217391304347826,20.0,4,5,5,High Value Customers
15466,334.53,1,,86.0,2,1,2,Regular Customers
15467,511.88,4,47.66666666666666,10.0,5,3,3,Regular Customers
15468,439.71,4,5.333333333333333,36.0,3,3,2,Regular Customers
15469,504.5,4,25.666666666666668,44.0,3,3,3,Regular Customers
15471,469.48,1,,3.0,5,1,2,Regular Customers
15472,371.56,1,,114.0,2,1,2,Regular Customers
15473,1465.2,10,5.111111111111111,15.0,4,4,4,High Value Customers
15475,454.11,1,,78.0,2,1,2,Regular Customers
15478,1441.42,2,16.0,41.0,3,2,4,Regular Customers
15480,905.5,1,,117.0,2,1,3,Regular Customers
15482,6528.72,15,24.5,16.0,4,4,5,High Value Customers
15483,233.81,4,35.0,162.0,2,3,1,Regular Customers
15484,3563.11,5,19.25,2.0,5,3,5,Potential High Value Customers
15485,2575.0,3,171.5,31.0,4,2,5,Potential High Value Customers
15488,91.32,1,,93.0,2,1,1,Regular Customers
15489,1090.03,4,63.0,23.0,4,3,4,Potential High Value Customers
15491,3090.85,7,23.33333333333333,96.0,2,4,5,At Risk Customers
15492,659.4599999999999,2,46.0,29.0,4,2,3,Regular Customers
15493,1967.25,7,39.66666666666666,33.0,3,4,4,Regular Customers
15494,1299.23,2,100.0,22.0,4,2,4,Potential High Value Customers
15497,1259.7,3,151.0,18.0,4,2,4,Potential High Value Customers
15498,13252.55,30,12.551724137931034,3.0,5,5,5,High Value Customers
15500,1131.56,4,24.33333333333333,9.0,5,3,4,Potential High Value Customers
15502,5548.58,19,19.666666666666668,16.0,4,5,5,High Value Customers
15503,147.09,1,,363.0,1,1,1,Regular Customers
15504,52.83,1,,82.0,2,1,1,Regular Customers
15505,3497.14,5,25.75,53.0,3,3,5,Regular Customers
15506,979.26,3,58.0,23.0,4,2,4,Potential High Value Customers
15507,492.36,1,,172.0,2,1,3,Regular Customers
15508,1000.27,6,9.2,190.0,1,3,4,Regular Customers
15510,250.0,1,,331.0,1,1,2,Regular Customers
15511,909.23,5,18.5,12.0,5,3,3,Regular Customers
15512,121.0,2,204.0,156.0,2,2,1,Regular Customers
15513,14520.08,21,17.1,32.0,4,5,5,High Value Customers
15514,2963.19,13,29.33333333333333,13.0,4,4,5,High Value Customers
15516,62.43,3,1.0,45.0,3,2,1,Regular Customers
15517,267.03,1,,234.0,1,1,2,Regular Customers
15518,1918.65,12,24.363636363636363,65.0,3,4,4,Regular Customers
15520,343.5,1,,2.0,5,1,2,Regular Customers
15521,2699.65,12,19.818181818181817,37.0,3,4,5,Regular Customers
15522,398.84,2,55.0,33.0,3,2,2,Regular Customers
15523,412.0100000000001,1,,85.0,2,1,2,Regular Customers
15524,440.0,1,,25.0,4,1,2,Regular Customers
15525,808.52,4,123.66666666666669,3.0,5,3,3,Regular Customers
15526,148.44,2,0.0,34.0,3,2,1,Regular Customers
15527,2412.93,9,42.0,19.0,4,4,5,High Value Customers
15528,229.33,1,,255.0,1,1,1,Regular Customers
15529,3965.23,12,31.272727272727277,23.0,4,4,5,High Value Customers
15530,1502.35,4,75.0,22.0,4,3,4,Potential High Value Customers
15531,2007.44,2,22.0,9.0,5,2,5,Potential High Value Customers
15532,1507.18,6,66.6,26.0,4,3,4,Potential High Value Customers
15533,746.92,4,23.33333333333333,20.0,4,3,3,Regular Customers
15535,459.9,5,38.5,174.0,2,3,2,Regular Customers
15537,110.92,1,,164.0,2,1,1,Regular Customers
15539,538.46,1,,8.0,5,1,3,Regular Customers
15540,213.3,1,,12.0,5,1,1,Regular Customers
15541,85.13000000000001,1,,115.0,2,1,1,Regular Customers
15543,127.86,1,,289.0,1,1,1,Regular Customers
15544,3542.51,11,36.4,9.0,5,4,5,High Value Customers
15545,292.72,2,317.0,55.0,3,2,2,Regular Customers
15547,4954.84,14,27.307692307692307,8.0,5,4,5,High Value Customers
15549,1652.01,3,119.5,78.0,2,2,4,Regular Customers
15550,575.63,4,99.0,5.0,5,3,3,Regular Customers
15551,436.06,1,,37.0,3,1,2,Regular Customers
15552,90.12,1,,218.0,1,1,1,Regular Customers
15553,437.23,1,,61.0,3,1,2,Regular Customers
15554,217.2,1,,278.0,1,1,1,Regular Customers
15555,4763.11,20,18.789473684210527,13.0,4,5,5,High Value Customers
15556,279.77,1,,25.0,4,1,2,Regular Customers
15557,473.65,1,,29.0,4,1,2,Regular Customers
15561,722.74,5,51.0,12.0,5,3,3,Regular Customers
15562,134.55,1,,352.0,1,1,1,Regular Customers
15563,1310.69,5,87.5,9.0,5,3,4,Potential High Value Customers
15565,173.16,2,20.0,51.0,3,2,1,Regular Customers
15567,186.01,1,,19.0,4,1,1,Regular Customers
15568,758.29,3,35.5,3.0,5,2,3,Regular Customers
15569,1375.71,5,57.25,104.0,2,3,4,Regular Customers
15570,4126.97,13,30.166666666666668,8.0,5,4,5,High Value Customers
15571,650.4300000000001,4,22.33333333333333,12.0,5,3,3,Regular Customers
15572,2552.86,7,45.66666666666666,5.0,5,4,5,High Value Customers
15573,599.5,2,54.0,32.0,4,2,3,Regular Customers
15574,702.25,4,65.0,178.0,2,3,3,Regular Customers
15576,940.67,1,,38.0,3,1,4,Regular Customers
15577,258.88,3,77.0,152.0,2,2,2,Regular Customers
15578,127.1,1,,163.0,2,1,1,Regular Customers
15579,348.6,2,245.0,69.0,3,2,2,Regular Customers
15581,721.63,10,23.33333333333333,157.0,2,4,3,At Risk Customers
15582,682.9100000000001,3,98.0,25.0,4,2,3,Regular Customers
15584,719.61,5,34.75,24.0,4,3,3,Regular Customers
15585,455.3,1,,177.0,2,1,2,Regular Customers
15587,913.68,4,100.33333333333331,51.0,3,3,4,Regular Customers
15589,456.58,3,27.5,256.0,1,2,2,Regular Customers
15592,388.58,1,,47.0,3,1,2,Regular Customers
15593,199.8,1,,71.0,3,1,1,Regular Customers
15594,1767.53,6,43.8,16.0,4,3,4,Potential High Value Customers
15596,1339.44,8,37.85714285714285,101.0,2,4,4,At Risk Customers
15597,315.72,2,6.0,30.0,4,2,2,Regular Customers
15598,235.68,3,9.0,36.0,3,2,1,Regular Customers
15599,761.74,2,178.0,27.0,4,2,3,Regular Customers
15601,6745.36,17,22.5625,12.0,5,5,5,High Value Customers
15602,1102.37,14,27.692307692307693,9.0,5,4,4,High Value Customers
15603,48.48,1,,79.0,2,1,1,Regular Customers
15604,216.39,1,,53.0,3,1,1,Regular Customers
15605,1198.23,5,84.25,37.0,3,3,4,Regular Customers
15606,2563.61,11,26.7,58.0,3,4,5,Regular Customers
15607,104.76,1,,337.0,1,1,1,Regular Customers
15608,1093.68,4,30.666666666666668,29.0,4,3,4,Potential High Value Customers
15609,270.03000000000003,1,,185.0,1,1,2,Regular Customers
15610,112.46,1,,52.0,3,1,1,Regular Customers
15611,1547.39,13,27.08333333333333,10.0,5,4,4,High Value Customers
15612,195.15,2,25.0,37.0,3,2,1,Regular Customers
15615,10369.99,26,13.96,11.0,5,5,5,High Value Customers
15618,747.03,5,26.0,33.0,3,3,3,Regular Customers
15619,336.40000000000003,1,,11.0,5,1,2,Regular Customers
15620,1524.4,5,77.0,51.0,3,3,4,Regular Customers
15621,1158.77,6,3.4,5.0,5,3,4,Potential High Value Customers
15622,3248.33,14,18.384615384615383,44.0,3,4,5,Regular Customers
15623,301.03,1,,142.0,2,1,2,Regular Customers
15624,588.13,4,46.66666666666666,117.0,2,3,3,Regular Customers
15625,1504.56,8,19.285714285714285,101.0,2,4,4,At Risk Customers
15626,675.8,2,255.0,75.0,2,2,3,Regular Customers
15628,2865.64,10,40.22222222222222,5.0,5,4,5,High Value Customers
15630,1180.4,3,79.5,46.0,3,2,4,Regular Customers
15632,3147.31,10,28.77777777777778,16.0,4,4,5,High Value Customers
15634,243.55,1,,18.0,4,1,1,Regular Customers
15636,724.76,2,193.0,90.0,2,2,3,Regular Customers
15637,223.36,1,,53.0,3,1,1,Regular Customers
15639,425.32,1,,135.0,2,1,2,Regular Customers
15640,12443.34,17,23.0,5.0,5,5,5,High Value Customers
15641,1887.2,4,84.66666666666667,106.0,2,3,4,Regular Customers
15643,647.4,6,20.6,180.0,1,3,3,Regular Customers
15644,813.0,4,31.666666666666668,167.0,2,3,3,Regular Customers
15645,611.59,1,,19.0,4,1,3,Regular Customers
15646,425.14,3,107.5,158.0,2,2,2,Regular Customers
15648,602.6,3,31.5,205.0,1,2,3,Regular Customers
15649,816.0,2,31.0,337.0,1,2,3,Regular Customers
15651,646.3,3,112.0,37.0,3,2,3,Regular Customers
15652,337.74,1,,92.0,2,1,2,Regular Customers
15653,877.4399999999999,2,23.0,93.0,2,2,3,Regular Customers
15654,922.53,2,17.0,10.0,5,2,4,Potential High Value Customers
15655,511.32,2,10.0,234.0,1,2,3,Regular Customers
15656,748.5,4,79.66666666666667,46.0,3,3,3,Regular Customers
15657,30.0,1,,23.0,4,1,1,Regular Customers
15658,958.9,8,26.0,191.0,1,4,4,At Risk Customers
15659,306.45,1,,44.0,3,1,2,Regular Customers
15660,1552.01,11,34.0,26.0,4,4,4,High Value Customers
15661,309.8,2,21.0,318.0,1,2,2,Regular Customers
15663,138.14,1,,107.0,2,1,1,Regular Customers
15664,386.43,1,,51.0,3,1,2,Regular Customers
15665,2242.01,2,75.0,169.0,2,2,5,Regular Customers
15667,301.32,1,,40.0,3,1,2,Regular Customers
15668,76.32000000000001,1,,218.0,1,1,1,Regular Customers
15669,677.69,5,55.75,41.0,3,3,3,Regular Customers
15670,173.05,1,,297.0,1,1,1,Regular Customers
15671,2635.49,8,36.0,19.0,4,4,5,High Value Customers
15673,2881.02,4,79.66666666666667,89.0,2,3,5,Regular Customers
15674,1744.02,6,36.2,74.0,2,3,4,Regular Customers
15675,323.69,3,99.5,82.0,2,2,2,Regular Customers
15676,3324.09,4,91.33333333333331,10.0,5,3,5,Potential High Value Customers
15677,657.23,1,,50.0,3,1,3,Regular Customers
15678,352.7,1,,53.0,3,1,2,Regular Customers
15679,781.28,4,52.66666666666666,25.0,4,3,3,Regular Customers
15680,1333.68,3,178.5,10.0,5,2,4,Potential High Value Customers
15681,946.36,6,52.4,19.0,4,3,4,Potential High Value Customers
15683,193.75,1,,118.0,2,1,1,Regular Customers
15687,2981.5,11,32.2,9.0,5,4,5,High Value Customers
15689,254.1,2,242.0,120.0,2,2,2,Regular Customers
15690,239.76,2,96.0,5.0,5,2,1,Regular Customers
15691,136.8,1,,253.0,1,1,1,Regular Customers
15692,191.04,1,,29.0,4,1,1,Regular Customers
15694,6408.6,14,28.615384615384617,1.0,5,4,5,High Value Customers
15695,409.98,2,0.0,267.0,1,2,2,Regular Customers
15696,2644.46,12,26.63636363636364,34.0,3,4,5,Regular Customers
15699,309.65,1,,18.0,4,1,2,Regular Customers
15700,664.03,3,0.5,173.0,2,2,3,Regular Customers
15701,1542.14,4,36.0,3.0,5,3,4,Potential High Value Customers
15703,211.5,1,,265.0,1,1,1,Regular Customers
15704,2293.62,4,25.0,141.0,2,3,5,Regular Customers
15705,143.1,1,,202.0,1,1,1,Regular Customers
15706,1001.81,6,10.6,64.0,3,3,4,Regular Customers
15707,945.58,4,17.0,36.0,3,3,4,Regular Customers
15708,3329.7200000000003,10,36.55555555555556,41.0,3,4,5,Regular Customers
15709,133.25,1,,284.0,1,1,1,Regular Customers
15712,1072.36,5,69.5,10.0,5,3,4,Potential High Value Customers
15713,346.75,3,111.5,144.0,2,2,2,Regular Customers
15714,330.88,2,66.0,12.0,5,2,2,Regular Customers
15716,1118.81,4,74.66666666666667,146.0,2,3,4,Regular Customers
15717,150.3,1,,235.0,1,1,1,Regular Customers
15719,5042.31,14,23.46153846153846,33.0,3,4,5,Regular Customers
15720,598.73,1,,25.0,4,1,3,Regular Customers
15721,507.08,1,,12.0,5,1,3,Regular Customers
15722,2216.6600000000003,6,51.0,36.0,3,3,5,Regular Customers
15723,203.1,1,,365.0,1,1,1,Regular Customers
15724,212.3,3,41.5,202.0,1,2,1,Regular Customers
15725,415.25,1,,16.0,4,1,2,Regular Customers
15727,5178.96,7,57.16666666666666,17.0,4,4,5,High Value Customers
15729,62.0,1,,213.0,1,1,1,Regular Customers
15730,1108.38,4,47.0,66.0,3,3,4,Regular Customers
15732,294.12,2,160.0,213.0,1,2,2,Regular Customers
15733,162.3,1,,283.0,1,1,1,Regular Customers
15734,1339.45,2,86.0,115.0,2,2,4,Regular Customers
15737,1121.21,12,20.727272727272727,15.0,4,4,4,High Value Customers
15738,4788.77,19,19.666666666666668,19.0,4,5,5,High Value Customers
15739,449.12,1,,67.0,3,1,2,Regular Customers
15740,154.88,1,,50.0,3,1,1,Regular Customers
15743,784.46,4,56.0,17.0,4,3,3,Regular Customers
15744,34.8,1,,78.0,2,1,1,Regular Customers
15745,1071.24,6,45.6,9.0,5,3,4,Potential High Value Customers
15746,182.96,1,,135.0,2,1,1,Regular Customers
15747,974.04,3,80.0,13.0,4,2,4,Potential High Value Customers
15748,149.31,1,,41.0,3,1,1,Regular Customers
15749,24850.9,4,32.333333333333336,236.0,1,3,5,Regular Customers
15750,2451.23,9,45.5,3.0,5,4,5,High Value Customers
15752,2628.93,8,47.57142857142857,40.0,3,4,5,Regular Customers
15753,79.2,1,,305.0,1,1,1,Regular Customers
15754,455.67,4,65.33333333333333,51.0,3,3,2,Regular Customers
15755,2318.88,8,41.85714285714285,2.0,5,4,5,High Value Customers
15756,532.96,4,62.66666666666666,62.0,3,3,3,Regular Customers
15757,714.42,2,152.0,66.0,3,2,3,Regular Customers
15758,205.25,1,,25.0,4,1,1,Regular Customers
15759,253.04,3,70.0,219.0,1,2,2,Regular Customers
15762,583.75,2,12.0,66.0,3,2,3,Regular Customers
15763,1048.67,3,23.0,32.0,4,2,4,Potential High Value Customers
15764,3245.47,10,21.666666666666668,82.0,2,4,5,At Risk Customers
15766,315.06,1,,65.0,3,1,2,Regular Customers
15768,621.83,3,55.0,116.0,2,2,3,Regular Customers
15769,51823.72,28,13.48148148148148,8.0,5,5,5,High Value Customers
15773,635.6800000000001,1,,6.0,5,1,3,Regular Customers
15774,270.8,1,,69.0,3,1,2,Regular Customers
15775,104.9,1,,246.0,1,1,1,Regular Customers
15776,241.62,1,,134.0,2,1,1,Regular Customers
15777,1021.61,5,30.0,242.0,1,3,4,Regular Customers
15780,475.28,3,87.0,184.0,1,2,3,Regular Customers
15781,333.56,4,93.33333333333331,26.0,4,3,2,Regular Customers
15782,2593.94,4,26.666666666666668,10.0,5,3,5,Potential High Value Customers
15783,246.3,1,,11.0,5,1,2,Regular Customers
15785,2303.75,8,38.0,30.0,4,4,5,High Value Customers
15786,4834.2,5,17.75,44.0,3,3,5,Regular Customers
15787,948.05,3,17.5,27.0,4,2,4,Potential High Value Customers
15789,351.3,1,,359.0,1,1,2,Regular Customers
15790,220.85,1,,11.0,5,1,1,Regular Customers
15791,1604.44,3,80.5,44.0,3,2,4,Regular Customers
15793,948.96,3,127.0,15.0,4,2,4,Potential High Value Customers
15795,610.01,1,,150.0,2,1,3,Regular Customers
15796,2707.61,9,37.625,2.0,5,4,5,High Value Customers
15797,2192.4,3,95.5,114.0,2,2,5,Regular Customers
15799,884.14,3,129.5,76.0,2,2,3,Regular Customers
15800,699.08,2,139.0,108.0,2,2,3,Regular Customers
15801,1042.19,4,21.0,47.0,3,3,4,Regular Customers
15803,415.82,1,,52.0,3,1,2,Regular Customers
15804,3848.55,18,11.647058823529411,1.0,5,5,5,High Value Customers
15805,5448.7300000000005,19,18.944444444444443,24.0,4,5,5,High Value Customers
15806,784.58,3,115.0,47.0,3,2,3,Regular Customers
15807,903.9,3,13.5,51.0,3,2,3,Regular Customers
15808,3732.42,5,15.75,307.0,1,3,5,Regular Customers
15809,399.21,6,53.4,36.0,3,3,2,Regular Customers
15810,1145.43,6,43.6,79.0,2,3,4,Regular Customers
15811,2171.32,9,43.5,18.0,4,4,5,High Value Customers
15812,1801.14,5,52.5,108.0,2,3,4,Regular Customers
15813,1303.91,2,32.0,208.0,1,2,4,Regular Customers
15814,1919.23,5,8.5,17.0,4,3,4,Potential High Value Customers
15815,2100.6,5,49.0,64.0,3,3,5,Regular Customers
15819,1905.45,4,75.66666666666667,50.0,3,3,4,Regular Customers
15820,206.98,1,,320.0,1,1,1,Regular Customers
15821,570.96,2,17.0,45.0,3,2,3,Regular Customers
15822,885.47,2,356.0,4.0,5,2,3,Regular Customers
15825,532.94,1,,173.0,2,1,3,Regular Customers
15826,1649.36,4,53.0,52.0,3,3,4,Regular Customers
15827,1648.54,19,16.61111111111111,74.0,2,5,4,At Risk Customers
15829,636.14,2,41.0,100.0,2,2,3,Regular Customers
15830,547.7,2,8.0,30.0,4,2,3,Regular Customers
15831,801.76,3,133.0,59.0,3,2,3,Regular Customers
15832,836.79,1,,255.0,1,1,3,Regular Customers
15834,2096.3,4,69.0,71.0,3,3,5,Regular Customers
15835,954.09,4,95.33333333333331,45.0,3,3,4,Regular Customers
15836,117.47,1,,51.0,3,1,1,Regular Customers
15837,391.98,1,,65.0,3,1,2,Regular Customers
15838,33643.08,19,19.77777777777778,12.0,5,5,5,High Value Customers
15839,1020.74,5,30.75,26.0,4,3,4,Potential High Value Customers
15840,345.66,3,57.0,59.0,3,2,2,Regular Customers
15841,1209.1,5,68.5,65.0,3,3,4,Regular Customers
15843,118.95000000000002,1,,304.0,1,1,1,Regular Customers
15844,130.73999999999998,1,,47.0,3,1,1,Regular Customers
15845,3650.87,10,35.55555555555556,18.0,4,4,5,High Value Customers
15847,389.27,2,250.0,39.0,3,2,2,Regular Customers
15850,238.85,2,149.0,20.0,4,2,1,Regular Customers
15852,160.71,2,11.0,187.0,1,2,1,Regular Customers
15853,110.8,1,,52.0,3,1,1,Regular Customers
15854,2974.65,12,32.45454545454545,5.0,5,4,5,High Value Customers
15855,712.24,5,31.75,137.0,2,3,3,Regular Customers
15856,16210.81,30,12.448275862068966,5.0,5,5,5,High Value Customers
15857,297.0,1,,19.0,4,1,2,Regular Customers
15858,1438.85,5,88.0,16.0,4,3,4,Potential High Value Customers
15860,977.21,8,46.85714285714285,41.0,3,4,4,Regular Customers
15861,3000.36,7,42.5,13.0,4,4,5,High Value Customers
15862,832.88,4,121.66666666666669,9.0,5,3,3,Regular Customers
15863,68.84,2,167.0,26.0,4,2,1,Regular Customers
15864,1769.7800000000002,7,49.0,23.0,4,4,4,High Value Customers
15865,895.13,3,86.5,41.0,3,2,3,Regular Customers
15866,230.53,1,,102.0,2,1,1,Regular Customers
15867,3791.25,16,24.266666666666666,6.0,5,5,5,High Value Customers
15869,149.64,2,0.0,278.0,1,2,1,Regular Customers
15870,354.09000000000003,1,,33.0,3,1,2,Regular Customers
15872,360.93,2,0.0,15.0,4,2,2,Regular Customers
15874,4399.33,9,27.625,64.0,3,4,5,Regular Customers
15877,440.78,2,16.0,2.0,5,2,2,Regular Customers
15880,313.28,1,,370.0,1,1,2,Regular Customers
15881,438.24,7,8.666666666666666,313.0,1,4,2,At Risk Customers
15882,493.08,4,56.66666666666666,199.0,1,3,3,Regular Customers
15883,396.48,2,31.0,3.0,5,2,2,Regular Customers
15885,349.35,1,,94.0,2,1,2,Regular Customers
15886,181.09,1,,61.0,3,1,1,Regular Customers
15888,135.6,1,,81.0,2,1,1,Regular Customers
15889,427.57,2,213.0,157.0,2,2,2,Regular Customers
15891,521.97,1,,227.0,1,1,3,Regular Customers
15894,262.90000000000003,2,116.0,254.0,1,2,2,Regular Customers
15895,179.17,1,,150.0,2,1,1,Regular Customers
15897,222.05,2,0.0,195.0,1,2,1,Regular Customers
15898,1384.68,6,73.4,2.0,5,3,4,Potential High Value Customers
15899,56.25,1,,369.0,1,1,1,Regular Customers
15900,351.11,1,,24.0,4,1,2,Regular Customers
15901,361.9,3,69.0,17.0,4,2,2,Regular Customers
15903,5126.34,8,40.85714285714285,10.0,5,4,5,High Value Customers
15904,164.68,1,,9.0,5,1,1,Regular Customers
15906,1567.69,7,39.333333333333336,20.0,4,4,4,High Value Customers
15907,966.6,3,103.5,4.0,5,2,4,Potential High Value Customers
15909,191.94,1,,174.0,2,1,1,Regular Customers
15910,1232.18,8,45.142857142857146,1.0,5,4,4,High Value Customers
15912,264.62,2,55.0,179.0,1,2,2,Regular Customers
15916,1496.79,10,38.888888888888886,17.0,4,4,4,High Value Customers
15917,123.1,1,,248.0,1,1,1,Regular Customers
15918,334.23,2,81.0,191.0,1,2,2,Regular Customers
15919,639.89,2,349.0,20.0,4,2,3,Regular Customers
15920,163.55,3,0.0,155.0,2,2,1,Regular Customers
15921,336.03000000000003,1,,173.0,2,1,2,Regular Customers
15922,363.6,2,1.0,373.0,1,2,2,Regular Customers
15923,127.08,1,,373.0,1,1,1,Regular Customers
15925,207.15,1,,195.0,1,1,1,Regular Customers
15930,426.63,1,,68.0,3,1,2,Regular Customers
15932,2461.85,11,28.5,5.0,5,4,5,High Value Customers
15933,1107.46,3,32.5,22.0,4,2,4,Potential High Value Customers
15935,108.04,1,,240.0,1,1,1,Regular Customers
15937,145.35,1,,65.0,3,1,1,Regular Customers
15938,404.58,5,52.75,113.0,2,3,2,Regular Customers
15939,6087.26,15,17.285714285714285,90.0,2,4,5,At Risk Customers
15940,35.8,1,,312.0,1,1,1,Regular Customers
15942,337.44,1,,134.0,2,1,2,Regular Customers
15944,325.1,1,,277.0,1,1,2,Regular Customers
15945,181.0,1,,366.0,1,1,1,Regular Customers
15947,1708.24,1,,83.0,2,1,4,Regular Customers
15948,955.24,2,35.0,9.0,5,2,4,Potential High Value Customers
15949,364.72,2,55.0,17.0,4,2,2,Regular Customers
15950,1705.26,5,89.5,2.0,5,3,4,Potential High Value Customers
15951,669.57,3,142.0,2.0,5,2,3,Regular Customers
15952,806.57,4,64.0,34.0,3,3,3,Regular Customers
15953,1653.4299999999998,9,44.25,16.0,4,4,4,High Value Customers
15955,4389.81,15,24.857142857142858,25.0,4,4,5,High Value Customers
15957,428.89,1,,32.0,4,1,2,Regular Customers
15958,104.35,1,,75.0,2,1,1,Regular Customers
15963,470.76,2,26.0,20.0,4,2,2,Regular Customers
15965,845.64,4,116.66666666666669,18.0,4,3,3,Regular Customers
15967,418.83,2,295.0,24.0,4,2,2,Regular Customers
15969,582.9,3,91.5,3.0,5,2,3,Regular Customers
15970,314.1,1,,304.0,1,1,2,Regular Customers
15971,4194.9,12,26.727272727272727,18.0,4,4,5,High Value Customers
15973,110.72,1,,367.0,1,1,1,Regular Customers
15974,3429.55,8,35.57142857142857,40.0,3,4,5,Regular Customers
15975,371.01,1,,85.0,2,1,2,Regular Customers
15976,430.94,2,55.0,166.0,2,2,2,Regular Customers
15977,1054.73,2,22.0,18.0,4,2,4,Potential High Value Customers
15978,1098.78,1,,78.0,2,1,4,Regular Customers
15980,2398.86,3,83.0,89.0,2,2,5,Regular Customers
15981,3408.48,8,41.0,25.0,4,4,5,High Value Customers
15983,1475.02,4,117.0,23.0,4,3,4,Potential High Value Customers
15984,2816.97,11,36.6,3.0,5,4,5,High Value Customers
15985,1037.42,2,113.0,124.0,2,2,4,Regular Customers
15986,168.12,1,,31.0,4,1,1,Regular Customers
15987,1451.28,7,59.333333333333336,13.0,4,4,4,High Value Customers
15988,158.03,1,,20.0,4,1,1,Regular Customers
15990,792.11,2,243.0,45.0,3,2,3,Regular Customers
15992,41.99,1,,4.0,5,1,1,Regular Customers
15993,2751.07,10,4.0,9.0,5,4,5,High Value Customers
15994,427.07,1,,55.0,3,1,2,Regular Customers
15996,1044.78,7,46.333333333333336,89.0,2,4,4,At Risk Customers
15998,3089.97,5,81.5,37.0,3,3,5,Regular Customers
16000,12393.7,3,0.0,3.0,5,2,5,Potential High Value Customers
16003,2735.37,5,82.5,30.0,4,3,5,Potential High Value Customers
16005,615.39,4,86.0,13.0,4,3,3,Regular Customers
16006,101.4,1,,212.0,1,1,1,Regular Customers
16007,1701.94,4,56.0,48.0,3,3,4,Regular Customers
16008,478.78,3,90.5,24.0,4,2,3,Regular Customers
16009,992.71,4,45.66666666666666,23.0,4,3,4,Potential High Value Customers
16010,407.5,3,58.5,246.0,1,2,2,Regular Customers
16011,3362.71,16,23.866666666666667,9.0,5,5,5,High Value Customers
16012,1415.29,3,60.0,36.0,3,2,4,Regular Customers
16013,33471.27,52,7.215686274509804,4.0,5,5,5,High Value Customers
